"","id","[0,2]","(2,4]","(4,6]","(6,8]","(8,10]","wind","julian","min_after_sun","observer","egforest","decforest","mixforest","woodland","lowshrub","tallshrub","openshrub","tundra","tussock","sparseveg","fen","bog","littoral","barren","water","elev","area"
"1","COUN_2_15_7",3,0,0,0,0,-0.435575086439137,0.420701984273382,0.420161385743592,"KW",-0.00359744763344542,-0.0646554042501242,-0.0511976575586618,1.77499045460172,0.212089711125803,0.0173968585437753,-0.0796487248150958,0.0023929082772962,0.409118235829089,0.0245822066820388,0.311200067037441,-0.0126328943801781,-0.125861937518609,-0.0756063239748507,-0.106398821787759,0.514267229309609,50.2654824574367
"2","COUN_C2_T21_14",0,1,0,0,0,-0.435575086439137,0.741016281981833,0.365556985880284,"MG",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.16697876297335,-0.177298178416594,-0.147982476607147,0.268773049188846,0.418218879623861,0.32434616536993,-0.168903152104165,-0.0126328943801781,-0.125861937518609,-0.183600760554311,-0.106398821787759,0.246179947711915,50.2654824574367
"3","K4_T16_15",1,0,0,0,1,-0.435575086439137,-0.128408240369676,0.302551909114929,"MG",-0.0941163461555435,0.0917055648397425,-0.0118700987885919,-0.109640998791724,-0.234669561919628,0.592828856671088,0.148130447825074,0.160478319005179,-0.100517816678155,-0.134925220876656,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.458211871676392,50.2654824574367
"4","KOUG_3_20_16",0,0,1,1,0,-0.57951868793824,-0.311444981917363,0.340354955174142,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.67238714396049,-0.335217486173337,-0.147982476607147,0.204045164481367,-0.218826186010194,0.489353849051338,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.00648988456399627,-0.106398821787759,1.31967698237701,50.2654824574367
"5","KOUG_3_20_5",0,0,0,1,0,-0.57951868793824,-0.311444981917363,0.764589138727532,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.072211644448562,0.346215143187954,0.193686282353109,0.201555630454156,-0.0368133101147494,-0.16517662955158,-0.0227847810610677,-0.0126328943801781,-0.125861937518609,-0.0669667690484939,-0.106398821787759,0.655744230016573,50.2654824574367
"6","KOUG_3_21_3",2,0,0,0,0,-0.57951868793824,0.786775467368754,0.0715332943086277,"DS",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.0902462730225039,-0.300605035158161,-0.147982476607147,-0.272700601729491,-0.259779083086669,0.739615502634807,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.794828834855597,-0.106398821787759,0.444460667883417,50.2654824574367
"7","KOUG_3_21_4",2,2,0,0,0,-0.57951868793824,0.786775467368754,0.352955970527213,"DS",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.435469347648519,-0.216237185808667,-0.147982476607147,0.301136991542586,-0.250678439291896,-0.046921122913238,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.218138543521281,-0.106398821787759,0.176557026401636,50.2654824574367
"8","KOUG_3_21_7",0,1,0,1,0,-0.291631484940034,0.786775467368754,-0.0838792283792478,"DS",-0.00359744763344542,-0.0646554042501242,-0.0511976575586618,0.0307038966737457,0.381316708491497,-0.0886037726902034,-0.0568708075510788,0.0745893950664079,-0.205175220318035,0.412350263333348,0.373822226055912,-0.0126328943801781,-0.125861937518609,0.00430955909394971,-0.0875498132024315,0.118278388174973,50.2654824574367
"9","KOUG_4_21_14",2,0,0,0,0,0.140199319557274,-0.54024090885197,0.920001661415408,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,1.8705142853096,-0.259502749577638,-0.147982476607147,0.0820579971480401,0.431869845316019,-0.00841933005424274,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.170641428164775,-0.106398821787759,0.370347575585212,50.2654824574367
"10","KOUG_4_21_16",1,0,0,0,0,-0.57951868793824,-0.54024090885197,0.810792861688792,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,4.00277445211734,-0.339544042550234,-0.147982476607147,-0.305064544083231,-0.00951137873043283,0.371098342412996,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.593988088277142,50.2654824574367
"11","KOUG_4_21_18",0,1,0,0,0,0.428086522555479,-0.54024090885197,-0.0880795668302715,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.320394989439847,-0.333054207984889,-0.102426642079113,-0.510451101328118,-0.232477151702352,0.85787100927315,-0.189777205110322,-0.0126328943801781,-0.125861937518609,1.05617537137789,-0.106398821787759,0.985330216883724,50.2654824574367
"12","KOUG_4_21_20",3,0,0,1,2,0.140199319557274,-0.54024090885197,0.680582369707059,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,4.00277445211734,-0.339544042550234,-0.147982476607147,-0.305064544083231,-0.00951137873043283,0.371098342412996,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.593988088277142,50.2654824574367
"13","KOUG_4_21_21",0,0,0,1,1,0.859917327052787,-0.54024090885197,0.39495935503745,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.342974840233672,-0.341707320738683,-0.147982476607147,-0.672270813096816,-0.259779083086669,2.16693196647899,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.546441630722839,-0.106398821787759,1.24381294396331,50.2654824574367
"14","KOUG_4_21_26",1,1,0,0,0,0.859917327052787,-0.54024090885197,0.562972893078396,"KW",-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,1.69451820804928,-0.341707320738683,-0.147982476607147,-0.590116190198862,-0.237027473599738,1.9111700567728,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.0561673253905479,-0.106398821787759,0.960930659245304,50.2654824574367
